"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"chr7-7148645-7149513",3.83554964028273e-08,2.2560170025044,0.095,0.02,0.00771451770249346,"Sig"
"chr1-21884395-21885638",3.83811216480282e-08,2.40706842926903,0.084,0.015,0.00771967175931122,"Sig"
"chr19-53102663-53103958",3.85269470681012e-08,1.33428015766112,0.171,0.06,0.00774900191770133,"Sig"
"chr2-70936704-70939201",3.9471302971581e-08,1.58974503826129,0.173,0.054,0.00793894210928004,"Sig"
"chr3-75434390-75436268",3.98632723332135e-08,0.975273395513212,0.337,0.156,0.0080177796909239,"Sig"
"chr17-41785230-41787248",4.01871846810525e-08,1.12161319482473,0.304,0.133,0.00808292882926945,"Sig"
"chr2-100562211-100564073",4.07167425414002e-08,0.907768021584843,0.317,0.152,0.00818943986083691,"Sig"
"chr3-196142312-196143682",4.08146613495592e-08,1.426238259697,0.244,0.089,0.00820913446655954,"Sig"
"chr22-17807542-17809034",4.13433523851827e-08,1.7722131425906,0.144,0.037,0.00831547115193657,"Sig"
"chr6-3788252-3790347",4.24098881432874e-08,1.39013744903919,0.258,0.093,0.00852998562203568,"Sig"
"chr4-37439740-37440869",4.26730617472294e-08,2.06735716959303,0.123,0.028,0.00858291825534374,"Sig"
"chr17-14737699-14738870",4.29882177098255e-08,1.65304217906414,0.165,0.05,0.00864630620441262,"Sig"
"chr8-94638675-94639640",4.31305951455214e-08,1.87479318435809,0.138,0.035,0.00867494286280902,"Sig"
"chr8-66666197-66667776",4.32256874995117e-08,0.909181380568554,0.282,0.137,0.00869406897815179,"Sig"
"chr10-46315124-46315763",4.32689489035456e-08,2.59435513474201,0.069,0.011,0.00870277023086793,"Sig"
"chr8-47940792-47942533",4.38058797093412e-08,2.0775422363574,0.12,0.028,0.00881076419769922,"Sig"
"chr5-180605615-180607028",4.43691770649917e-08,1.82436606582667,0.148,0.041,0.00892406132143591,"Sig"
"chr15-36578653-36580093",4.47928457634438e-08,1.76664356149374,0.124,0.033,0.00900927465409298,"Sig"
"chr19-10616263-10618367",4.49835134434569e-08,1.74893197811605,0.163,0.048,0.00904762402590937,"Sig"
"chr19-51593665-51594975",4.51070988979106e-08,1.394509972864,0.189,0.067,0.00907248101553455,"Sig"
"chr2-45670486-45671158",4.52988648600224e-08,2.58934943874549,0.078,0.012,0.00911105128702603,"Sig"
"chr4-87985421-87985912",4.68090301242134e-08,-1.82613396919941,0.018,0.06,0.00941479384694329,"Sig"
"chr6-109896940-109897463",4.71007877297129e-08,2.08499527424776,0.121,0.028,0.00947347563765262,"Sig"
"chr3-125915273-125916937",4.77835642679368e-08,0.826453129690446,0.351,0.173,0.00961080384833867,"Sig"
"chr6-37791082-37791785",4.80271232996576e-08,1.88946180325705,0.124,0.031,0.00965979136350674,"Sig"
"chr6-136969269-136970518",4.95464483848436e-08,1.9539804609579,0.126,0.032,0.00996537625654036,"Sig"
"chr18-76806068-76806815",5.05254311964859e-08,2.10358038843191,0.092,0.02,0.0101622810274116,"Sig"
"chr5-149938386-149939346",5.10650191612339e-08,2.1112320817794,0.131,0.029,0.0102708094339373,"Sig"
"chr2-231620638-231621952",5.11577116476443e-08,1.90556963623559,0.155,0.041,0.010289452859114,"Sig"
"chr4-56434777-56437730",5.2819858484988e-08,0.933506011092483,0.325,0.159,0.0106237637768026,"Sig"
"chr4-6272828-6273793",5.28707357027814e-08,1.80950872670344,0.133,0.036,0.0106339968133718,"Sig"
"chr3-172585184-172585947",5.32925588834785e-08,2.66722053751038,0.078,0.013,0.0107188389533518,"Sig"
"chr19-19663041-19664747",5.50667551979787e-08,0.975899432898759,0.309,0.141,0.0110756866064799,"Sig"
"chr1-204102566-204103362",5.54232790066811e-08,2.25275935302473,0.09,0.017,0.0111473949531718,"Sig"
"chr5-132252786-132254027",5.62961005916918e-08,2.21053851418128,0.101,0.02,0.0113229473042082,"Sig"
"chr1-228340154-228341630",5.73835864145523e-08,1.82282019325541,0.147,0.041,0.0115416755027317,"Sig"
"chr5-102754095-102756308",5.79746719402713e-08,1.46492020533223,0.162,0.052,0.0116605617166907,"Sig"
"chr2-32063008-32064582",5.79916624914913e-08,1.08339298399701,0.257,0.11,0.0116639790602386,"Sig"
"chr22-32857915-32859389",5.85214918426172e-08,1.85672749998491,0.129,0.032,0.0117705446972893,"Sig"
"chr16-81405546-81406210",5.88215894238404e-08,2.00747953719075,0.131,0.033,0.0118309039239959,"Sig"
"chr19-2784934-2785742",5.90236445079924e-08,1.07500510272783,0.249,0.109,0.0118715436671815,"Sig"
"chr6-11343790-11344826",5.94075720940805e-08,1.52487882276342,0.202,0.071,0.0119487637904266,"Sig"
"chr12-42143510-42145444",6.40963104261869e-08,1.16462930248912,0.246,0.102,0.0128918191086398,"Sig"
"chr12-7970130-7971442",6.65476892079547e-08,1.51863297464286,0.131,0.041,0.0133848698257743,"Sig"
"chr15-90839290-90840723",6.74044420130032e-08,1.28454607215342,0.241,0.092,0.0135571902309594,"Sig"
"chr2-198168136-198169484",6.82186636831989e-08,3.27561108108092,0.051,0.004,0.0137209562639292,"Sig"
"chr10-101353432-101354918",6.83439753084961e-08,1.07496027881649,0.239,0.101,0.0137461604417484,"Sig"
"chr3-43997850-43999494",6.84250243739467e-08,2.1963472854777,0.086,0.018,0.0137624620023807,"Sig"
"chrX-74117700-74119589",6.84425625385417e-08,1.59951477954272,0.178,0.056,0.013765989488502,"Sig"
"chr16-85491002-85493067",6.88919918834932e-08,1.50402593261484,0.194,0.066,0.0138563841115107,"Sig"
"chr7-74296910-74298073",7.040634688071e-08,2.11632729057088,0.09,0.02,0.014160969360811,"Sig"
"chr16-56920770-56921876",7.064930733692e-08,1.95870844136702,0.11,0.026,0.0142098364832894,"Sig"
"chr15-55774292-55776052",7.11676007890787e-08,1.80863680219613,0.133,0.034,0.014314081881909,"Sig"
"chr7-87875661-87877180",7.18531816581203e-08,1.31588201803774,0.188,0.067,0.014451974133261,"Sig"
"chr19-15072584-15073732",7.32908363697975e-08,2.06922807530273,0.111,0.025,0.0147411325007301,"Sig"
"chr9-124142689-124143172",7.43848772957399e-08,2.68805258680849,0.081,0.012,0.0149611791402468,"Sig"
"chr9-124817797-124819251",7.53850707808156e-08,1.72309010785621,0.17,0.05,0.015162350056287,"Sig"
"chr3-50264423-50265418",7.65255158375095e-08,1.48399357486053,0.224,0.075,0.01539173005143,"Sig"
"chr5-141818861-141819200",7.71977714532079e-08,2.67403503141558,0.071,0.011,0.0155269421679266,"Sig"
"chr21-36541911-36543128",7.83537154870655e-08,2.09978397884813,0.103,0.023,0.0157594395033445,"Sig"
"chr5-178868542-178870945",7.98699263945857e-08,1.55145259474535,0.179,0.063,0.0160643980355958,"Sig"
"chr19-15088316-15089468",7.99521096467684e-08,3.36969140323215,0.052,0.005,0.0160809277174738,"Sig"
"chr2-120580493-120581229",8.0860272607537e-08,2.34223712768781,0.054,0.011,0.0162635883500991,"Sig"
"chr20-63519613-63521340",8.2390204465615e-08,-0.795709348585734,0.083,0.125,0.0165713066045781,"Sig"
"chr5-127866992-127867776",8.65443002552634e-08,2.96681083199029,0.056,0.007,0.0174068281989416,"Sig"
"chr1-192104644-192105341",8.83812944888862e-08,3.51981502238293,0.055,0.005,0.0177763065231387,"Sig"
"chr12-74253432-74254287",9.13672081458186e-08,2.97166969824688,0.067,0.007,0.0183768693087848,"Sig"
"chr19-51566355-51567147",9.17043399433428e-08,2.79806179039144,0.075,0.011,0.0184446773014844,"Sig"
"chr16-34594479-34595547",9.23437948602505e-08,-1.9585547403489,0.019,0.063,0.0185732921478319,"Sig"
"chr10-73516488-73517939",9.5230807451357e-08,1.8520496383683,0.142,0.039,0.0191539627643063,"Sig"
"chr4-107824152-107825759",9.73829910853344e-08,1.64995198220566,0.172,0.053,0.0195868357629755,"Sig"
"chr10-92547573-92548991",9.74339406182103e-08,2.15720492168154,0.108,0.024,0.0195970833444219,"Sig"
"chr1-6474226-6474915",1.00609468725056e-07,2.0245429089098,0.101,0.023,0.020235783663608,"Sig"
"chr2-177325078-177326918",1.05471717521507e-07,1.96402126928008,0.143,0.037,0.0212137374885358,"Sig"
"chr7-75898663-75899707",1.07298404373827e-07,1.84096216231219,0.137,0.037,0.0215811426685166,"Sig"
"chr11-70067203-70068435",1.09202104612389e-07,1.76230085910444,0.143,0.039,0.0219640377048989,"Sig"
"chr19-38975147-38976828",1.1012402425314e-07,-1.63230083009536,0.018,0.053,0.0221494652460826,"Sig"
"chr18-35458321-35459488",1.1033929151341e-07,1.57079832906937,0.172,0.055,0.0221927623806753,"Sig"
"chr3-160754340-160756694",1.11564696855831e-07,0.85047288230283,0.301,0.15,0.022439230608007,"Sig"
"chr16-50879283-50880690",1.12874034114082e-07,2.71206647455606,0.064,0.01,0.0227025802294336,"Sig"
"chr1-168098047-168099126",1.13181634103217e-07,1.79024230307709,0.148,0.041,0.0227644484304482,"Sig"
"chr12-93314137-93315584",1.13539116665164e-07,1.46841213873501,0.231,0.08,0.0228363496130978,"Sig"
"chr7-123534018-123535375",1.16124088114749e-07,0.970421739739897,0.309,0.147,0.0233562700906957,"Sig"
"chr9-72149032-72149986",1.18871193941615e-07,2.26392563896606,0.076,0.014,0.0239088009798649,"Sig"
"chr8-125476537-125477435",1.19698423599568e-07,1.97596803181452,0.129,0.032,0.0240751833354283,"Sig"
"chr14-80223606-80224426",1.19721597482409e-07,3.10167462545148,0.053,0.006,0.024079844344832,"Sig"
"chr3-190591752-190592383",1.20081070299724e-07,2.31534803109027,0.094,0.02,0.0241521458315241,"Sig"
"chr8-28608210-28609752",1.21269304290665e-07,1.83839992022813,0.12,0.031,0.0243911377105899,"Sig"
"chr1-244735148-244735764",1.21771507339013e-07,2.34107676927755,0.08,0.014,0.0244921468141104,"Sig"
"chr3-100521206-100521863",1.23571746467524e-07,2.85490250894029,0.062,0.008,0.024854232510506,"Sig"
"chr6-35544539-35545576",1.23584556744793e-07,1.60604852419692,0.139,0.045,0.0248568090671937,"Sig"
"chr11-75333653-75335267",1.24178332987448e-07,1.58660267895409,0.171,0.054,0.0249762364704314,"Sig"
"chr1-113904206-113905782",1.25145592966505e-07,0.851485006919455,0.315,0.156,0.0251707834045392,"Sig"
"chr6-7343822-7344772",1.2534636021591e-07,2.97665818570252,0.055,0.007,0.0252111641229464,"Sig"
"chr2-9797654-9798244",1.26534367813341e-07,2.32086781382005,0.09,0.018,0.0254501104670328,"Sig"
"chr18-9474198-9476347",1.2672102062345e-07,0.92854917168205,0.349,0.163,0.0254876523200358,"Sig"
"chr2-113149075-113150403",1.27065490834411e-07,2.11225022629703,0.117,0.028,0.0255569363025068,"Sig"
"chr12-114932464-114934151",1.27670044403068e-07,1.49034941473727,0.186,0.065,0.0256785313708779,"Sig"
"chr3-184443192-184444455",1.2867216728407e-07,1.7479163595909,0.114,0.029,0.0258800903501797,"Sig"
"chr22-49951002-49953262",1.29030754663416e-07,0.999096047386029,0.352,0.163,0.0259522137469622,"Sig"
"chr5-71577612-71578599",1.30769844879496e-07,2.09711810260984,0.13,0.028,0.0263020004403027,"Sig"
"chrX-48753369-48754859",1.30825112525233e-07,2.1077192055854,0.097,0.022,0.0263131165324252,"Sig"
"chr14-30873947-30875712",1.34317103719493e-07,-1.452650957166,0.024,0.055,0.027015467705309,"Sig"
"chr7-12587257-12589580",1.34413786238143e-07,1.27672493222545,0.263,0.101,0.0270349136536502,"Sig"
"chr22-20605777-20607663",1.35389200807027e-07,1.76212564438572,0.141,0.041,0.0272311007367189,"Sig"
"chr1-219585726-219586631",1.36346024174386e-07,1.70507234870167,0.159,0.047,0.0274235485342427,"Sig"
"chr2-63840133-63842921",1.39635427688788e-07,0.941542218429918,0.281,0.132,0.0280851528419014,"Sig"
"chr22-41001006-41003443",1.42938588946453e-07,1.37924630558387,0.242,0.093,0.028749524271978,"Sig"
"chr1-113811235-113813014",1.43781033411024e-07,1.01672337875903,0.284,0.124,0.0289189668120261,"Sig"
"chr2-75591820-75593257",1.4544931157511e-07,1.89723703557305,0.126,0.034,0.029254510935725,"Sig"
"chr19-53867277-53869732",1.46907693063257e-07,-0.558929294439925,0.165,0.21,0.029547838121199,"Sig"
"chr4-158670840-158673083",1.48722281884947e-07,0.956393717653093,0.305,0.146,0.0299128100000832,"Sig"
"chr6-30843804-30844471",1.5214582986536e-07,2.07376999608014,0.114,0.026,0.0306013950524796,"Sig"
"chr1-24381792-24382639",1.58081827426976e-07,2.73834292700455,0.059,0.008,0.0317953141140425,"Sig"
"chr18-50374494-50375381",1.59054581228888e-07,1.33452795768695,0.148,0.055,0.0319909660317287,"Sig"
"chr7-7181715-7183462",1.61188276045604e-07,0.872169837701722,0.316,0.157,0.0324201203376045,"Sig"
"chr8-38734198-38735169",1.67778299604986e-07,1.51502505240658,0.203,0.067,0.0337455849561501,"Sig"
"chr18-47450539-47451003",1.69260509105403e-07,2.99478728803059,0.058,0.007,0.0340437047173879,"Sig"
"chr11-102267628-102269010",1.73432905248572e-07,1.83923109697548,0.129,0.033,0.0348829070984558,"Sig"
"chr2-231613520-231615467",1.7490036597754e-07,1.35393964410907,0.228,0.086,0.0351780604097946,"Sig"
"chr8-128141685-128142647",1.80053837391524e-07,1.70174697606869,0.15,0.048,0.036214588422232,"Sig"
"chr4-40363017-40364415",1.80564344409053e-07,1.85623238931101,0.144,0.038,0.0363172677196816,"Sig"
"chr1-204362820-204363936",1.82286636867302e-07,1.80035056733271,0.122,0.033,0.0366636758463942,"Sig"
"chr16-11639950-11641836",1.8453126798392e-07,1.00713161915695,0.299,0.134,0.0371151429921418,"Sig"
"chr3-113062985-113064048",1.84976024950365e-07,2.64538369712456,0.083,0.014,0.0372045978503169,"Sig"
"chr2-232623576-232625376",1.87318559319247e-07,1.67578011051954,0.146,0.046,0.0376757564729989,"Sig"
"chr7-41704824-41705822",1.87335720961334e-07,1.69676872448989,0.135,0.038,0.037679208228395,"Sig"
"chr6-113351871-113352849",1.881519551287e-07,1.95949896956374,0.118,0.032,0.0378433790389456,"Sig"
"chr12-52191665-52192464",1.91113518611212e-07,1.92549254976744,0.12,0.03,0.0384390442253103,"Sig"
"chr16-12227768-12229190",1.95611211688756e-07,1.76469704749704,0.154,0.041,0.0393436742293829,"Sig"
"chr18-43068289-43069355",1.959798508777e-07,2.86237501368766,0.061,0.008,0.0394178193667336,"Sig"
"chr1-117210335-117211440",1.97601947928769e-07,1.95341695186218,0.126,0.034,0.0397440749908092,"Sig"
"chr2-86105210-86106556",1.98021017111491e-07,1.23161916570279,0.19,0.076,0.0398283632136684,"Sig"
"chr17-78882490-78884235",1.9875523363423e-07,0.990154273374843,0.335,0.154,0.0399760376513199,"Sig"
"chr1-23448898-23449731",2.01570473489182e-07,2.19346729986747,0.107,0.024,0.0405422724738262,"Sig"
"chr1-31714315-31716264",2.03287501018494e-07,1.74892102727303,0.124,0.035,0.0408876216548518,"Sig"
"chr8-101473543-101474580",2.04347326174592e-07,1.97747490607807,0.122,0.029,0.0411007864081481,"Sig"
"chr1-178172633-178173894",2.04699628975038e-07,1.92054298593937,0.123,0.032,0.0411716457750074,"Sig"
"chr9-104993258-104993992",2.06207247366628e-07,1.85411555641049,0.115,0.027,0.0414748760773447,"Sig"
"chr9-19207682-19209471",2.1124695438839e-07,2.12253209128956,0.098,0.022,0.0424885224300456,"Sig"
"chr1-91806616-91807475",2.11391905261403e-07,1.88388645448039,0.143,0.037,0.0425176766890365,"Sig"
"chr11-120301553-120303316",2.1140542837074e-07,1.51708379930985,0.191,0.063,0.0425203966190636,"Sig"
"chr7-102363126-102364629",2.11524489408416e-07,1.27976424612938,0.197,0.073,0.0425443436036934,"Sig"
"chr16-87806060-87807568",2.11820565086302e-07,1.45556336285966,0.196,0.068,0.0426038938969382,"Sig"
"chr12-92879579-92881229",2.12907811171929e-07,1.89625920107704,0.131,0.036,0.0428225738766324,"Sig"
"chr7-77426427-77427485",2.13481841463698e-07,1.95069875574811,0.102,0.024,0.0429380297372766,"Sig"
"chr19-47667068-47668074",2.15550673935684e-07,1.52880738059917,0.204,0.067,0.043354138150032,"Sig"
"chr12-113149151-113150050",2.15583470462776e-07,1.97117812224511,0.111,0.028,0.043360734581119,"Sig"
"chr10-95564272-95565207",2.18490145619585e-07,2.02633226786527,0.122,0.03,0.0439453599687584,"Sig"
"chr1-202348156-202349694",2.20212683502154e-07,1.12258368552103,0.237,0.098,0.0442918174581552,"Sig"
"chr14-103692852-103693936",2.23624564484218e-07,1.73477325349443,0.145,0.045,0.0449780559038397,"Sig"
"chr5-154713641-154714901",2.24036773717636e-07,2.08448707477818,0.082,0.017,0.0450609643713756,"Sig"
"chr21-45011930-45014008",2.24796770708764e-07,1.59861622498273,0.194,0.062,0.0452138240861951,"Sig"
"chr19-54462225-54464958",2.42639235789113e-07,-0.632617373306713,0.139,0.178,0.0488025147727358,"Sig"
"chr1-1918634-1920030",2.47202699258766e-07,-0.576160816961789,0.168,0.202,0.0497203733073142,"Sig"
"chr20-19756890-19759284",2.54610261477256e-07,1.32032258040801,0.223,0.086,0.0512102711114435,"NS"
"chr12-14257502-14258552",2.61034017412841e-07,1.00973137257383,0.276,0.124,0.0525022939902794,"NS"
"chr1-24501346-24503676",2.61673265940544e-07,1.52033167813457,0.181,0.06,0.0526308673251535,"NS"
"chr19-49363047-49363996",2.64017508735982e-07,-1.91988607304978,0.016,0.052,0.0531023695670856,"NS"
"chr5-180645260-180645901",2.65060209514844e-07,2.44299567943191,0.095,0.018,0.0533120900601396,"NS"
"chr3-50235579-50236384",2.6509060573783e-07,0.814142550683539,0.378,0.191,0.0533182037132613,"NS"
"chr9-89661388-89662764",2.65776005901806e-07,1.09650216159139,0.267,0.111,0.0534560596190419,"NS"
"chr20-47358734-47359536",2.66244782343127e-07,1.58324741973561,0.162,0.051,0.0535503455622378,"NS"
"chr7-30165889-30166790",2.66634013018013e-07,1.83530988249894,0.119,0.033,0.0536286323063389,"NS"
"chr17-7477274-7478285",2.6873452468178e-07,1.69733601958606,0.13,0.037,0.0540511124182957,"NS"
"chr19-4099061-4099665",2.72936586074481e-07,-1.45312470994426,0.024,0.055,0.0548962814303326,"NS"
"chr1-229349069-229350554",2.73757539773706e-07,1.81272712278194,0.121,0.035,0.0550614014897651,"NS"
"chrX-56738305-56739121",2.78922581586713e-07,2.84979209978224,0.059,0.007,0.0561002566796987,"NS"
"chr1-172616364-172617322",2.85808959579009e-07,3.00706347466239,0.058,0.007,0.0574853276580453,"NS"
"chr2-231590330-231591120",2.9174762005508e-07,2.45299691512345,0.078,0.013,0.0586797823169184,"NS"
"chr13-28493727-28496546",2.98603845706149e-07,1.5488956342257,0.159,0.051,0.0600587886945691,"NS"
"chr14-90453166-90454838",2.99224441168074e-07,1.55824414953227,0.179,0.059,0.060183610301017,"NS"
"chr19-19775799-19776971",2.99242606700741e-07,1.2371536717491,0.205,0.081,0.0601872639709334,"NS"
"chr2-26033148-26034692",2.99475564220627e-07,0.786945737954585,0.342,0.176,0.0602341191828231,"NS"
"chr13-114352565-114354037",2.99694089252639e-07,2.03518036661679,0.133,0.031,0.0602780715595618,"NS"
"chr12-7704638-7706450",3.15507982546029e-07,1.77792684934218,0.13,0.037,0.0634587515454479,"NS"
"chr17-62143215-62144830",3.1822188219938e-07,1.90416501510736,0.119,0.029,0.0640046036105257,"NS"
"chr1-148262842-148264254",3.18585608859075e-07,1.77246666618394,0.136,0.038,0.0640777606810435,"NS"
"chr2-232661594-232663124",3.21578933822208e-07,1.42739429498137,0.216,0.077,0.0646798141175284,"NS"
"chr15-98899284-98899986",3.24994356614438e-07,2.46971934695799,0.088,0.015,0.0653667649345752,"NS"
"chr16-13919351-13920667",3.2603208854756e-07,1.12746886837498,0.251,0.101,0.0655754860337478,"NS"
"chr11-956949-958492",3.2667997170069e-07,1.56667936956887,0.154,0.051,0.0657057960681033,"NS"
"chr10-3066490-3069160",3.30199158444575e-07,-1.38861767122444,0.029,0.066,0.0664136171362742,"NS"
"chr2-46408673-46409616",3.30758967218096e-07,1.85336365882559,0.139,0.038,0.06652621259451,"NS"
"chr6-35491289-35491982",3.34120150402374e-07,1.47516528831997,0.178,0.061,0.0672022540907303,"NS"
"chr2-10460004-10461195",3.43225355025193e-07,2.06688709819334,0.11,0.028,0.0690336021069271,"NS"
"chr15-92820130-92821953",3.46606267943551e-07,1.25579060959591,0.234,0.09,0.0697136118840224,"NS"
"chr7-139445815-139446780",3.51344496911104e-07,2.27123927156474,0.072,0.014,0.0706666213527241,"NS"
"chr2-213283867-213284842",3.554615359772e-07,-1.1140428607681,0.027,0.054,0.0714946896541662,"NS"
"chr9-129333614-129334902",3.59854382675089e-07,0.8760265684922,0.363,0.176,0.0723782316962059,"NS"
"chr1-31476780-31478147",3.60577316565302e-07,1.64208346428626,0.144,0.046,0.0725236368354123,"NS"
"chrX-69082024-69083586",3.60624201807607e-07,2.16242277550506,0.075,0.015,0.0725330669579676,"NS"
"chr4-60933892-60935313",3.65362938713315e-07,1.58767055963057,0.144,0.046,0.0734861785892865,"NS"
"chr1-243254312-243256401",3.65755364250511e-07,0.685922241791423,0.372,0.202,0.0735651079224338,"NS"
"chr16-70747833-70748790",3.7106699661963e-07,1.55967963930951,0.178,0.061,0.0746334471640994,"NS"
